_id,year,pf_id,facility,pollutant,tons_per_yr,ghg,hap,criteria,sulfur,current,lat,lon
4713,2012.0,737371.0,"Standard Forged Products, LLC - McKees Rocks Forgings, Plant 112","Particulate Matter < 2.5 Microns, Filterable",3.97,0,0,1,0,1,40.477536,-80.059008
4714,2012.0,737371.0,"Standard Forged Products, LLC - McKees Rocks Forgings, Plant 112","Particulate Matter, Condensable",1.56,0,0,1,0,1,40.477536,-80.059008
4715,2012.0,737371.0,"Standard Forged Products, LLC - McKees Rocks Forgings, Plant 112",Sulfur Oxides,0.18,0,0,1,0,1,40.477536,-80.059008
4716,2012.0,737371.0,"Standard Forged Products, LLC - McKees Rocks Forgings, Plant 112",Volatile Organic Compounds,1.52,0,0,1,0,1,40.477536,-80.059008
4717,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,Ammonia,0.01,0,0,1,0,0,40.618133,-79.737416
4718,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,Carbon Dioxide,3440.01,1,0,0,0,0,40.618133,-79.737416
4719,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,Carbon Monoxide,2.53,0,0,1,0,0,40.618133,-79.737416
4720,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,Ethylene Oxide,0.01,0,1,0,0,0,40.618133,-79.737416
4721,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,Formaldehyde,0.0,0,1,0,0,0,40.618133,-79.737416
4722,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,Hexane,0.04,0,1,0,0,0,40.618133,-79.737416
4723,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,Methane,0.06,1,0,0,0,0,40.618133,-79.737416
4724,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,Nitrogen Oxides,3.54,0,0,1,0,0,40.618133,-79.737416
4725,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,Nitrous Oxide (N2O),0.0,1,0,0,0,0,40.618133,-79.737416
4726,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,"Particulate Matter < 10 Microns, Filterable",0.06,0,0,1,0,0,40.618133,-79.737416
4727,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,"Particulate Matter < 2.5 Microns, Filterable",0.06,0,0,1,0,0,40.618133,-79.737416
4728,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,"Particulate Matter, Condensable",0.17,0,0,1,0,0,40.618133,-79.737416
4729,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,Sulfur Oxides,0.05,0,0,1,0,0,40.618133,-79.737416
4730,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,Toluene,0.0,0,1,0,0,0,40.618133,-79.737416
4731,2012.0,737373.0,ALLE KISKI MED CTR/NATRONA HEIGHTS,Volatile Organic Compounds,0.35,0,0,1,0,0,40.618133,-79.737416
4732,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,"1,2-Ethanediol (Ethylene Glycol)",0.01,0,1,0,0,0,40.353889,-79.849444
4733,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Ammonia,0.02,0,0,1,0,0,40.353889,-79.849444
4734,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Benzene,0.0,0,1,0,0,0,40.353889,-79.849444
4735,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Carbon Monoxide,2.75,0,0,1,0,0,40.353889,-79.849444
4736,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Ethylene Oxide,0.01,0,1,0,0,0,40.353889,-79.849444
4737,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Formaldehyde,0.09,0,1,0,0,0,40.353889,-79.849444
4738,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Hexane,0.06,0,1,0,0,0,40.353889,-79.849444
4739,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Hydrochloric Acid,0.0,0,1,0,0,0,40.353889,-79.849444
4740,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Methane,0.08,1,0,0,0,0,40.353889,-79.849444
4741,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Nitrogen Oxides,3.51,0,0,1,0,0,40.353889,-79.849444
4742,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,"Particulate Matter < 10 Microns, Filterable",0.12,0,0,1,0,0,40.353889,-79.849444
4743,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,"Particulate Matter < 2.5 Microns, Filterable",0.08,0,0,1,0,0,40.353889,-79.849444
4744,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Sulfur Oxides,0.04,0,0,1,0,0,40.353889,-79.849444
4745,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Toluene,0.0,0,1,0,0,0,40.353889,-79.849444
4746,2012.0,737374.0,UPMC MCKEESPORT/HOSPITAL,Volatile Organic Compounds,2.89,0,0,1,0,0,40.353889,-79.849444
4747,2012.0,737378.0,UPMC SOUTHSIDE/PGH,Ammonia,0.0,0,0,1,0,0,40.427222,-79.978056
4748,2012.0,737378.0,UPMC SOUTHSIDE/PGH,Carbon Dioxide,619.69,1,0,0,0,0,40.427222,-79.978056
4749,2012.0,737378.0,UPMC SOUTHSIDE/PGH,Carbon Monoxide,0.47,0,0,1,0,0,40.427222,-79.978056
4750,2012.0,737378.0,UPMC SOUTHSIDE/PGH,Hexane,0.0,0,1,0,0,0,40.427222,-79.978056
4751,2012.0,737378.0,UPMC SOUTHSIDE/PGH,Methane,0.02,1,0,0,0,0,40.427222,-79.978056
4752,2012.0,737378.0,UPMC SOUTHSIDE/PGH,Nitrogen Oxides,0.66,0,0,1,0,0,40.427222,-79.978056
4753,2012.0,737378.0,UPMC SOUTHSIDE/PGH,Nitrous Oxide (N2O),0.0,1,0,0,0,0,40.427222,-79.978056
4754,2012.0,737378.0,UPMC SOUTHSIDE/PGH,"Particulate Matter < 10 Microns, Filterable",0.21,0,0,1,0,0,40.427222,-79.978056
4755,2012.0,737378.0,UPMC SOUTHSIDE/PGH,"Particulate Matter < 2.5 Microns, Filterable",0.21,0,0,1,0,0,40.427222,-79.978056
4756,2012.0,737378.0,UPMC SOUTHSIDE/PGH,"Particulate Matter, Condensable",0.02,0,0,1,0,0,40.427222,-79.978056
4757,2012.0,737378.0,UPMC SOUTHSIDE/PGH,Sulfur Oxides,0.01,0,0,1,0,0,40.427222,-79.978056
4758,2012.0,737378.0,UPMC SOUTHSIDE/PGH,Volatile Organic Compounds,0.03,0,0,1,0,0,40.427222,-79.978056
4759,2012.0,737380.0,Tube City IMS /Scrap Metal Processor,Carbon Monoxide,0.69,0,0,1,0,1,40.35056,-79.95194
4760,2012.0,737380.0,Tube City IMS /Scrap Metal Processor,Formaldehyde,0.0,0,1,0,0,1,40.35056,-79.95194
4761,2012.0,737380.0,Tube City IMS /Scrap Metal Processor,Hexane,0.01,0,1,0,0,1,40.35056,-79.95194
4762,2012.0,737380.0,Tube City IMS /Scrap Metal Processor,Methane,0.0,1,0,0,0,1,40.35056,-79.95194
4763,2012.0,737380.0,Tube City IMS /Scrap Metal Processor,Nitrogen Oxides,0.83,0,0,1,0,1,40.35056,-79.95194
4764,2012.0,737380.0,Tube City IMS /Scrap Metal Processor,Nitrous Oxide (N2O),0.83,1,0,0,0,1,40.35056,-79.95194
4765,2012.0,737380.0,Tube City IMS /Scrap Metal Processor,"Particulate Matter < 10 Microns, Filterable",6.38,0,0,1,0,1,40.35056,-79.95194
4766,2012.0,737380.0,Tube City IMS /Scrap Metal Processor,"Particulate Matter < 2.5 Microns, Filterable",1.62,0,0,1,0,1,40.35056,-79.95194
4767,2012.0,737380.0,Tube City IMS /Scrap Metal Processor,Sulfur Oxides,0.0,0,0,1,0,1,40.35056,-79.95194
4768,2012.0,737380.0,Tube City IMS /Scrap Metal Processor,Volatile Organic Compounds,0.05,0,0,1,0,1,40.35056,-79.95194
4769,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,Ammonia,0.03,0,0,1,0,0,40.462222,-79.946111
4770,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,Benzene,0.0,0,1,0,0,0,40.462222,-79.946111
4771,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,Cadmium,0.0,0,1,0,0,0,40.462222,-79.946111
4772,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,Carbon Monoxide,5.41,0,0,1,0,0,40.462222,-79.946111
4773,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,Chromium,0.0,0,1,0,0,0,40.462222,-79.946111
4774,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,Formaldehyde,0.0,0,1,0,0,0,40.462222,-79.946111
4775,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,Hexane,0.11,0,1,0,0,0,40.462222,-79.946111
4776,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,Nickel,0.0,0,1,0,0,0,40.462222,-79.946111
4777,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,Nitrogen Oxides,6.6,0,0,1,0,0,40.462222,-79.946111
4778,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,"Particulate Matter < 10 Microns, Filterable",0.21,0,0,1,0,0,40.462222,-79.946111
4779,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,"Particulate Matter < 2.5 Microns, Filterable",0.21,0,0,1,0,0,40.462222,-79.946111
4780,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,Sulfur Oxides,0.05,0,0,1,0,0,40.462222,-79.946111
4781,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,Toluene,0.0,0,1,0,0,0,40.462222,-79.946111
4782,2012.0,737381.0,WESTERN PENNSYLVANIA HOSP/PGH,Volatile Organic Compounds,0.36,0,0,1,0,0,40.462222,-79.946111
4783,2012.0,737382.0,Kelly Run Sanitation Landfill,"1,1,2,2-Tetrachloroethane",0.02,0,1,0,0,1,40.2475,-79.8863
4784,2012.0,737382.0,Kelly Run Sanitation Landfill,Acrylonitrile,0.04,0,1,0,0,1,40.2475,-79.8863
4785,2012.0,737382.0,Kelly Run Sanitation Landfill,Benzene,0.02,0,1,0,0,1,40.2475,-79.8863
4786,2012.0,737382.0,Kelly Run Sanitation Landfill,Carbon Dioxide,32700.48,1,0,0,0,1,40.2475,-79.8863
4787,2012.0,737382.0,Kelly Run Sanitation Landfill,Carbon Monoxide,19.18,0,0,1,0,1,40.2475,-79.8863
4788,2012.0,737382.0,Kelly Run Sanitation Landfill,Chloroethene (vinyl chloride),0.06,0,1,0,0,1,40.2475,-79.8863
4789,2012.0,737382.0,Kelly Run Sanitation Landfill,Ethyl Chloride (Chloroethane),0.01,0,1,0,0,1,40.2475,-79.8863
4790,2012.0,737382.0,Kelly Run Sanitation Landfill,Hexane,0.07,0,1,0,0,1,40.2475,-79.8863
4791,2012.0,737382.0,Kelly Run Sanitation Landfill,Hydrochloric Acid,0.22,0,1,0,0,1,40.2475,-79.8863
4792,2012.0,737382.0,Kelly Run Sanitation Landfill,Methane,435.67,1,0,0,0,1,40.2475,-79.8863
4793,2012.0,737382.0,Kelly Run Sanitation Landfill,Methyl Isobutyl Ketone (4-Methyl-2-Pentanone),0.02,0,1,0,0,1,40.2475,-79.8863
4794,2012.0,737382.0,Kelly Run Sanitation Landfill,Methylene Chloride (Dichloromethane),0.15,0,1,0,0,1,40.2475,-79.8863
4795,2012.0,737382.0,Kelly Run Sanitation Landfill,Nitrogen Oxides,17.66,0,0,1,0,1,40.2475,-79.8863
4796,2012.0,737382.0,Kelly Run Sanitation Landfill,Nitrous Oxide (N2O),0.13,1,0,0,0,1,40.2475,-79.8863
4797,2012.0,737382.0,Kelly Run Sanitation Landfill,"Particulate Matter < 10 Microns, Filterable",5.54,0,0,1,0,1,40.2475,-79.8863
4798,2012.0,737382.0,Kelly Run Sanitation Landfill,"Particulate Matter < 2.5 Microns, Filterable",5.54,0,0,1,0,1,40.2475,-79.8863
4799,2012.0,737382.0,Kelly Run Sanitation Landfill,"Particulate Matter, Condensable",1.19,0,0,1,0,1,40.2475,-79.8863
4800,2012.0,737382.0,Kelly Run Sanitation Landfill,Sulfur Oxides,2.69,0,0,1,0,1,40.2475,-79.8863
4801,2012.0,737382.0,Kelly Run Sanitation Landfill,Toluene,0.45,0,1,0,0,1,40.2475,-79.8863
4802,2012.0,737382.0,Kelly Run Sanitation Landfill,Trichloroethylene,0.05,0,1,0,0,1,40.2475,-79.8863
4803,2012.0,737382.0,Kelly Run Sanitation Landfill,Volatile Organic Compounds,2.12,0,0,1,0,1,40.2475,-79.8863
4804,2012.0,737382.0,Kelly Run Sanitation Landfill,Xylenes (Isomers And Mixture),0.16,0,1,0,0,1,40.2475,-79.8863
4805,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),Benzene,0.35,0,1,0,0,1,40.497245,-80.084347
4806,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),Carbon Dioxide,103.4,1,0,0,0,1,40.497245,-80.084347
4807,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),Carbon Monoxide,1.61,0,0,1,0,1,40.497245,-80.084347
4808,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),"Ethylene Dichloride (1,2-Dichloroethane)",0.1,0,1,0,0,1,40.497245,-80.084347
4809,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),Hexane,0.54,0,1,0,0,1,40.497245,-80.084347
4810,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),Methane,0.09,1,0,0,0,1,40.497245,-80.084347
4811,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),Nitrogen Oxides,6.74,0,0,1,0,1,40.497245,-80.084347
4812,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),Nitrous Oxide (N2O),0.26,1,0,0,0,1,40.497245,-80.084347
4813,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),"Particulate Matter < 10 Microns, Filterable",0.59,0,0,1,0,1,40.497245,-80.084347
4814,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),"Particulate Matter < 2.5 Microns, Filterable",0.14,0,0,1,0,1,40.497245,-80.084347
4815,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),Sulfur Oxides,0.66,0,0,1,0,1,40.497245,-80.084347
4816,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),Toluene,0.39,0,1,0,0,1,40.497245,-80.084347
4817,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),Volatile Organic Compounds,32.62,0,0,1,0,1,40.497245,-80.084347
4818,2012.0,737383.0,Neville Terminals ( formerly Gulf Oil),Xylenes (Isomers And Mixture),0.19,0,1,0,0,1,40.497245,-80.084347
4819,2012.0,737391.0,US STEEL TOWER/PGH,Ammonia,0.24,0,0,1,0,0,40.441341,-79.994775
4820,2012.0,737391.0,US STEEL TOWER/PGH,Benzene,0.0,0,1,0,0,0,40.441341,-79.994775
4821,2012.0,737391.0,US STEEL TOWER/PGH,Carbon Dioxide,8318.56,1,0,0,0,0,40.441341,-79.994775
4822,2012.0,737391.0,US STEEL TOWER/PGH,Carbon Monoxide,6.54,0,0,1,0,0,40.441341,-79.994775
4823,2012.0,737391.0,US STEEL TOWER/PGH,Chromium,0.0,0,1,0,0,0,40.441341,-79.994775
4824,2012.0,737391.0,US STEEL TOWER/PGH,Formaldehyde,0.0,0,1,0,0,0,40.441341,-79.994775
4825,2012.0,737391.0,US STEEL TOWER/PGH,Hexane,0.14,0,1,0,0,0,40.441341,-79.994775
4826,2012.0,737391.0,US STEEL TOWER/PGH,Methane,0.18,1,0,0,0,0,40.441341,-79.994775
4827,2012.0,737391.0,US STEEL TOWER/PGH,Nickel,0.0,0,1,0,0,0,40.441341,-79.994775
4828,2012.0,737391.0,US STEEL TOWER/PGH,Nitrogen Oxides,8.2,0,0,1,0,0,40.441341,-79.994775
4829,2012.0,737391.0,US STEEL TOWER/PGH,Nitrous Oxide (N2O),0.02,1,0,0,0,0,40.441341,-79.994775
4830,2012.0,737391.0,US STEEL TOWER/PGH,"Particulate Matter < 10 Microns, Filterable",0.15,0,0,1,0,0,40.441341,-79.994775
4831,2012.0,737391.0,US STEEL TOWER/PGH,"Particulate Matter < 2.5 Microns, Filterable",0.15,0,0,1,0,0,40.441341,-79.994775
4832,2012.0,737391.0,US STEEL TOWER/PGH,Sulfur Oxides,0.07,0,0,1,0,0,40.441341,-79.994775
4833,2012.0,737391.0,US STEEL TOWER/PGH,Toluene,0.0,0,1,0,0,0,40.441341,-79.994775
4834,2012.0,737391.0,US STEEL TOWER/PGH,Volatile Organic Compounds,0.44,0,0,1,0,0,40.441341,-79.994775
4835,2012.0,737392.0,NEXTECH/TURTLE CREEK,Ammonia,0.32,0,0,1,0,0,40.402554,-79.829927
4836,2012.0,737392.0,NEXTECH/TURTLE CREEK,Carbon Dioxide,12241.0,1,0,0,0,0,40.402554,-79.829927
4837,2012.0,737392.0,NEXTECH/TURTLE CREEK,Carbon Monoxide,8.58,0,0,1,0,0,40.402554,-79.829927
4838,2012.0,737392.0,NEXTECH/TURTLE CREEK,Hexane,0.18,0,1,0,0,0,40.402554,-79.829927
4839,2012.0,737392.0,NEXTECH/TURTLE CREEK,Methane,0.24,1,0,0,0,0,40.402554,-79.829927
4840,2012.0,737392.0,NEXTECH/TURTLE CREEK,Nitrogen Oxides,10.21,0,0,1,0,0,40.402554,-79.829927
4841,2012.0,737392.0,NEXTECH/TURTLE CREEK,Nitrous Oxide (N2O),0.02,1,0,0,0,0,40.402554,-79.829927
4842,2012.0,737392.0,NEXTECH/TURTLE CREEK,"Particulate Matter < 10 Microns, Filterable",1.32,0,0,1,0,0,40.402554,-79.829927
4843,2012.0,737392.0,NEXTECH/TURTLE CREEK,"Particulate Matter < 2.5 Microns, Filterable",1.32,0,0,1,0,0,40.402554,-79.829927
4844,2012.0,737392.0,NEXTECH/TURTLE CREEK,"Particulate Matter, Condensable",0.59,0,0,1,0,0,40.402554,-79.829927
4845,2012.0,737392.0,NEXTECH/TURTLE CREEK,Sulfur Oxides,0.06,0,0,1,0,0,40.402554,-79.829927
4846,2012.0,737392.0,NEXTECH/TURTLE CREEK,Volatile Organic Compounds,0.88,0,0,1,0,0,40.402554,-79.829927
4847,2012.0,737393.0,WATSON STD CO/HARWICK,Isophorone,0.02,0,1,0,0,0,40.55444,-79.80944
4848,2012.0,737393.0,WATSON STD CO/HARWICK,Methyl Isobutyl Ketone (4-Methyl-2-Pentanone),0.97,0,1,0,0,0,40.55444,-79.80944
4849,2012.0,737393.0,WATSON STD CO/HARWICK,Naphthalene,0.02,0,1,0,0,0,40.55444,-79.80944
4850,2012.0,737393.0,WATSON STD CO/HARWICK,"Particulate Matter < 10 Microns, Filterable",9.1,0,0,1,0,0,40.55444,-79.80944
4851,2012.0,737393.0,WATSON STD CO/HARWICK,"Particulate Matter < 2.5 Microns, Filterable",9.1,0,0,1,0,0,40.55444,-79.80944
4852,2012.0,737393.0,WATSON STD CO/HARWICK,Toluene,0.0,0,1,0,0,0,40.55444,-79.80944
4853,2012.0,737393.0,WATSON STD CO/HARWICK,Volatile Organic Compounds,6.1,0,0,1,0,0,40.55444,-79.80944
4854,2012.0,737393.0,WATSON STD CO/HARWICK,Xylenes (Isomers And Mixture),0.03,0,1,0,0,0,40.55444,-79.80944
4855,2012.0,737394.0,WHEMCO STEEL CASTINGS INC/WEST HOMESTEAD,Ammonia,0.17,0,0,1,0,0,40.399583,-79.922964
4856,2012.0,737394.0,WHEMCO STEEL CASTINGS INC/WEST HOMESTEAD,Carbon Dioxide,6116.1,1,0,0,0,0,40.399583,-79.922964
4857,2012.0,737394.0,WHEMCO STEEL CASTINGS INC/WEST HOMESTEAD,Carbon Monoxide,4.72,0,0,1,0,0,40.399583,-79.922964
4858,2012.0,737394.0,WHEMCO STEEL CASTINGS INC/WEST HOMESTEAD,Formaldehyde,0.0,0,1,0,0,0,40.399583,-79.922964
4859,2012.0,737394.0,WHEMCO STEEL CASTINGS INC/WEST HOMESTEAD,Hexane,0.1,0,1,0,0,0,40.399583,-79.922964
4860,2012.0,737394.0,WHEMCO STEEL CASTINGS INC/WEST HOMESTEAD,Methane,0.14,1,0,0,0,0,40.399583,-79.922964
4861,2012.0,737394.0,WHEMCO STEEL CASTINGS INC/WEST HOMESTEAD,Nitrogen Oxides,5.62,0,0,1,0,0,40.399583,-79.922964
4862,2012.0,737394.0,WHEMCO STEEL CASTINGS INC/WEST HOMESTEAD,Nitrous Oxide (N2O),0.11,1,0,0,0,0,40.399583,-79.922964
4863,2012.0,737394.0,WHEMCO STEEL CASTINGS INC/WEST HOMESTEAD,"Particulate Matter < 10 Microns, Filterable",0.21,0,0,1,0,0,40.399583,-79.922964
4864,2012.0,737394.0,WHEMCO STEEL CASTINGS INC/WEST HOMESTEAD,"Particulate Matter < 2.5 Microns, Filterable",0.18,0,0,1,0,0,40.399583,-79.922964
4865,2012.0,737394.0,WHEMCO STEEL CASTINGS INC/WEST HOMESTEAD,Sulfur Oxides,0.01,0,0,1,0,0,40.399583,-79.922964
4866,2012.0,737394.0,WHEMCO STEEL CASTINGS INC/WEST HOMESTEAD,Volatile Organic Compounds,1.53,0,0,1,0,0,40.399583,-79.922964
4867,2012.0,737396.0,Tube City IMS at US Steel ET,"Particulate Matter < 10 Microns, Filterable",2.16,0,0,1,0,1,40.39361,-79.84889
4868,2012.0,737396.0,Tube City IMS at US Steel ET,"Particulate Matter < 2.5 Microns, Filterable",0.36,0,0,1,0,1,40.39361,-79.84889
4869,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Antimony,0.0,0,1,0,0,0,40.441667,-79.96
4870,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Benzene,0.0,0,1,0,0,0,40.441667,-79.96
4871,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Carbon Dioxide,396.2,1,0,0,0,0,40.441667,-79.96
4872,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Carbon Monoxide,1.3,0,0,1,0,0,40.441667,-79.96
4873,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Ethylene Oxide,0.05,0,1,0,0,0,40.441667,-79.96
4874,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Formaldehyde,0.0,0,1,0,0,0,40.441667,-79.96
4875,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Hydrochloric Acid,0.82,0,1,0,0,0,40.441667,-79.96
4876,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Hydrogen Fluoride (Hydrofluoric Acid),0.0,0,1,0,0,0,40.441667,-79.96
4877,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Lead,0.0018,0,1,1,0,0,40.441667,-79.96
4878,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Mercury,0.0026,0,1,0,0,0,40.441667,-79.96
4879,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Methane,0.01,1,0,0,0,0,40.441667,-79.96
4880,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Nitrogen Oxides,4.71,0,0,1,0,0,40.441667,-79.96
4881,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Nitrous Oxide (N2O),0.0,1,0,0,0,0,40.441667,-79.96
4882,2012.0,737397.0,UPMC/OAKLAND CAMPUS,"Particulate Matter < 10 Microns, Filterable",0.13,0,0,1,0,0,40.441667,-79.96
4883,2012.0,737397.0,UPMC/OAKLAND CAMPUS,"Particulate Matter < 2.5 Microns, Filterable",0.11,0,0,1,0,0,40.441667,-79.96
4884,2012.0,737397.0,UPMC/OAKLAND CAMPUS,"Particulate Matter, Condensable",0.01,0,0,1,0,0,40.441667,-79.96
4885,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Sulfur Oxides,0.36,0,0,1,0,0,40.441667,-79.96
4886,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Toluene,0.0,0,1,0,0,0,40.441667,-79.96
4887,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Volatile Organic Compounds,0.19,0,0,1,0,0,40.441667,-79.96
4888,2012.0,737397.0,UPMC/OAKLAND CAMPUS,Xylenes (Isomers And Mixture),0.0,0,1,0,0,0,40.441667,-79.96
4889,2012.0,737398.0,OAKLAND VA MED CTR/PGH,Ammonia,0.21,0,0,1,0,0,40.44677,-79.96186
4890,2012.0,737398.0,OAKLAND VA MED CTR/PGH,Carbon Monoxide,5.69,0,0,1,0,0,40.44677,-79.96186
4891,2012.0,737398.0,OAKLAND VA MED CTR/PGH,Ethylene Oxide,0.12,0,1,0,0,0,40.44677,-79.96186
4892,2012.0,737398.0,OAKLAND VA MED CTR/PGH,Hexane,0.12,0,1,0,0,0,40.44677,-79.96186
4893,2012.0,737398.0,OAKLAND VA MED CTR/PGH,Methanol,0.23,0,1,0,0,0,40.44677,-79.96186
4894,2012.0,737398.0,OAKLAND VA MED CTR/PGH,Nitrogen Oxides,8.6,0,0,1,0,0,40.44677,-79.96186
4895,2012.0,737398.0,OAKLAND VA MED CTR/PGH,"Particulate Matter < 10 Microns, Filterable",0.91,0,0,1,0,0,40.44677,-79.96186
4896,2012.0,737398.0,OAKLAND VA MED CTR/PGH,"Particulate Matter < 2.5 Microns, Filterable",0.91,0,0,1,0,0,40.44677,-79.96186
4897,2012.0,737398.0,OAKLAND VA MED CTR/PGH,Sulfur Oxides,0.05,0,0,1,0,0,40.44677,-79.96186
4898,2012.0,737398.0,OAKLAND VA MED CTR/PGH,Volatile Organic Compounds,1.2,0,0,1,0,0,40.44677,-79.96186
4899,2012.0,737398.0,OAKLAND VA MED CTR/PGH,Xylenes (Isomers And Mixture),0.09,0,1,0,0,0,40.44677,-79.96186
4900,2012.0,737399.0,HARSCO METALS BRI LLC/BRADDOCK,Ammonia,0.01,0,0,1,0,0,40.391532,-79.852382
4901,2012.0,737399.0,HARSCO METALS BRI LLC/BRADDOCK,Benzene,0.0,0,1,0,0,0,40.391532,-79.852382
4902,2012.0,737399.0,HARSCO METALS BRI LLC/BRADDOCK,Carbon Disulfide,0.0,0,1,0,0,0,40.391532,-79.852382
4903,2012.0,737399.0,HARSCO METALS BRI LLC/BRADDOCK,Carbon Monoxide,2.7,0,0,1,0,0,40.391532,-79.852382
4904,2012.0,737399.0,HARSCO METALS BRI LLC/BRADDOCK,Chlorine,0.0,0,1,0,0,0,40.391532,-79.852382
4905,2012.0,737399.0,HARSCO METALS BRI LLC/BRADDOCK,Hydrochloric Acid,0.28,0,1,0,0,0,40.391532,-79.852382
4906,2012.0,737399.0,HARSCO METALS BRI LLC/BRADDOCK,Nitrogen Oxides,12.24,0,0,1,0,0,40.391532,-79.852382
4907,2012.0,737399.0,HARSCO METALS BRI LLC/BRADDOCK,"Particulate Matter < 10 Microns, Filterable",4.71,0,0,1,0,0,40.391532,-79.852382
4908,2012.0,737399.0,HARSCO METALS BRI LLC/BRADDOCK,"Particulate Matter < 2.5 Microns, Filterable",3.81,0,0,1,0,0,40.391532,-79.852382
4909,2012.0,737399.0,HARSCO METALS BRI LLC/BRADDOCK,Sulfur Oxides,7.85,0,0,1,0,0,40.391532,-79.852382
4910,2012.0,737399.0,HARSCO METALS BRI LLC/BRADDOCK,Volatile Organic Compounds,0.66,0,0,1,0,0,40.391532,-79.852382
4911,2012.0,737406.0,SOUTH HILLS HEALTH SYS/JEFFERSON REG MED CTR,Ammonia,0.02,0,0,1,0,0,40.317489,-79.933521
